post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type,genre,hash_tags,description,related_genres
0353,UK,Spanish,327,55,45,Image,Nature,"['forest', 'learning', 'machinelearning', 'students', 'adventure', 'science', 'beach']","A post about nature featuring forest, learning.","['Health', 'Education']"
0354,Brazil,Hindi,998,291,105,Video,Music,"['education', 'science', 'learning', 'culture', 'beach']","A post about music featuring education, science.","['Education', 'Fashion']"
0355,UK,Portuguese,683,90,102,Video,Fitness,"['forest', 'art', 'travel', 'sports', 'beach']","A post about fitness featuring forest, art.","['Education', 'Nature']"
0356,Brazil,German,655,119,117,Video,Education,"['learning', 'forest', 'sports', 'science']","A post about education featuring learning, forest.","['Technology', 'Education']"
0357,India,English,523,105,49,Reel,Technology,"['AI', 'machinelearning', 'travel', 'music', 'adventure']","A post about technology featuring AI, machinelearning.","['Education', 'Cooking']"
0358,UK,German,1069,293,137,Reel,Music,"['adventure', 'technology', 'travel', 'coding', 'food']","A post about music featuring adventure, technology.","['Travel', 'Fitness']"
0359,UK,Spanish,877,191,65,Video,Health,"['nature', 'sports', 'fitness', 'machinelearning', 'AI', 'food']","A post about health featuring nature, sports.","['Technology', 'Fashion']"
0360,Germany,German,348,75,42,Image,Nature,"['art', 'learning', 'wildlife']","A post about nature featuring art, learning.","['Health', 'Education']"
0361,Canada,Japanese,414,115,35,Image,Fitness,"['wildlife', 'culture', 'nature']","A post about fitness featuring wildlife, culture.","['Health', 'Sports']"
0362,UK,English,594,106,83,Image,Fitness,"['nature', 'fitness', 'science', 'forest', 'coding', 'health', 'adventure']","A post about fitness featuring nature, fitness.","['Fitness', 'Music']"
0363,France,English,340,97,18,Image,Cooking,"['nature', 'travel', 'coding', 'AI', 'students']","A post about cooking featuring nature, travel.","['Education', 'Travel']"
0364,Australia,German,963,262,62,Video,Sports,"['machinelearning', 'travel', 'culture', 'fashion']","A post about sports featuring machinelearning, travel.","['Fashion', 'Education']"
0365,Australia,French,582,123,65,Image,Fashion,"['technology', 'culture', 'sports']","A post about fashion featuring technology, culture.","['Sports', 'Cooking']"
0366,France,French,851,153,116,Reel,Health,"['education', 'machinelearning', 'music', 'sports', 'science', 'vacation']","A post about health featuring education, machinelearning.","['Health', 'Nature']"
0367,Australia,Spanish,401,100,52,Text,Health,"['adventure', 'health', 'technology', 'fitness', 'music']","A post about health featuring adventure, health.","['Fashion', 'Sports']"
0368,Japan,French,271,61,26,Image,Technology,"['health', 'fashion', 'education', 'recipe']","A post about technology featuring health, fashion.","['Education', 'Fitness']"
0369,Australia,French,835,86,152,Reel,Health,"['coding', 'culture', 'fashion', 'sports', 'education']","A post about health featuring coding, culture.","['Sports', 'Nature']"
0370,India,Spanish,722,152,132,Video,Fitness,"['beach', 'learning', 'nature', 'AI', 'education', 'sports', 'art']","A post about fitness featuring beach, learning.","['Fitness', 'Education']"
0371,France,Japanese,725,91,103,Video,Health,"['sports', 'coding', 'vacation', 'recipe', 'travel', 'science']","A post about health featuring sports, coding.","['Travel', 'Technology']"
0372,UK,Japanese,470,63,31,Video,Nature,"['food', 'education', 'sports', 'machinelearning', 'fashion', 'students']","A post about nature featuring food, education.","['Nature', 'Travel']"
0373,Germany,English,392,69,55,Text,Travel,"['education', 'technology', 'coding', 'travel', 'AI', 'art', 'health']","A post about travel featuring education, technology.","['Music', 'Travel']"
0374,Canada,Japanese,687,101,41,Reel,Fitness,"['adventure', 'travel', 'wildlife', 'fashion', 'vacation', 'nature']","A post about fitness featuring adventure, travel.","['Technology', 'Sports']"
0375,USA,English,1033,260,195,Video,Sports,"['nature', 'coding', 'sports', 'music', 'wildlife', 'recipe']","A post about sports featuring nature, coding.","['Health', 'Sports']"
0376,Australia,Hindi,503,64,44,Text,Health,"['coding', 'nature', 'art', 'learning', 'machinelearning', 'technology', 'students']","A post about health featuring coding, nature.","['Travel', 'Health']"
0377,Germany,Hindi,465,110,52,Image,Travel,"['recipe', 'fashion', 'students', 'forest', 'music', 'learning', 'coding']","A post about travel featuring recipe, fashion.","['Fitness', 'Health']"
0378,Brazil,French,421,91,35,Text,Fitness,"['music', 'AI', 'vacation', 'education']","A post about fitness featuring music, AI.","['Technology', 'Sports']"
0379,Brazil,Portuguese,702,92,86,Video,Fitness,"['wildlife', 'adventure', 'forest']","A post about fitness featuring wildlife, adventure.","['Music', 'Travel']"
0380,Japan,Spanish,421,119,72,Text,Health,"['fashion', 'wildlife', 'science']","A post about health featuring fashion, wildlife.","['Technology', 'Sports']"
0381,Germany,French,584,116,30,Video,Fitness,"['vacation', 'technology', 'nature', 'forest', 'culture', 'science', 'wildlife']","A post about fitness featuring vacation, technology.","['Travel', 'Nature']"
0382,Germany,English,362,87,37,Text,Travel,"['students', 'health', 'forest', 'wildlife', 'technology']","A post about travel featuring students, health.","['Health', 'Cooking']"
0383,Japan,Hindi,226,64,19,Text,Cooking,"['education', 'AI', 'adventure', 'students']","A post about cooking featuring education, AI.","['Travel', 'Cooking']"
0384,UK,Spanish,404,104,44,Text,Music,"['vacation', 'machinelearning', 'fashion']","A post about music featuring vacation, machinelearning.","['Fitness', 'Nature']"
0385,Italy,Japanese,692,182,116,Image,Health,"['fitness', 'coding', 'adventure', 'science', 'machinelearning']","A post about health featuring fitness, coding.","['Fitness', 'Fashion']"
0386,UK,German,450,134,88,Text,Music,"['recipe', 'beach', 'sports', 'forest', 'AI']","A post about music featuring recipe, beach.","['Travel', 'Education']"
0387,France,French,392,77,58,Image,Nature,"['fitness', 'adventure', 'AI']","A post about nature featuring fitness, adventure.","['Technology', 'Nature']"
0388,Italy,English,812,115,126,Video,Fashion,"['coding', 'forest', 'beach', 'vacation']","A post about fashion featuring coding, forest.","['Nature', 'Education']"
0389,Japan,French,671,114,89,Video,Travel,"['vacation', 'AI', 'fashion', 'recipe', 'forest', 'wildlife', 'education']","A post about travel featuring vacation, AI.","['Sports', 'Travel']"
0390,India,Portuguese,446,101,28,Text,Fashion,"['AI', 'fitness', 'technology', 'adventure', 'art', 'coding']","A post about fashion featuring AI, fitness.","['Music', 'Fashion']"
0391,USA,Japanese,436,83,73,Video,Technology,"['food', 'nature', 'wildlife', 'technology', 'sports', 'education']","A post about technology featuring food, nature.","['Cooking', 'Travel']"
0392,Germany,English,426,110,67,Reel,Nature,"['recipe', 'forest', 'music', 'vacation', 'learning', 'science']","A post about nature featuring recipe, forest.","['Travel', 'Nature']"
0393,Italy,Spanish,199,23,20,Text,Cooking,"['travel', 'beach', 'technology', 'nature', 'machinelearning']","A post about cooking featuring travel, beach.","['Nature', 'Cooking']"
0394,Australia,Spanish,950,245,83,Video,Sports,"['culture', 'wildlife', 'nature']","A post about sports featuring culture, wildlife.","['Cooking', 'Fashion']"
0395,India,German,406,107,25,Text,Music,"['adventure', 'students', 'science', 'travel', 'education', 'art', 'machinelearning']","A post about music featuring adventure, students.","['Sports', 'Cooking']"
0396,Canada,French,477,54,31,Video,Technology,"['learning', 'health', 'art', 'travel', 'AI', 'education', 'machinelearning']","A post about technology featuring learning, health.","['Music', 'Nature']"
0397,UK,French,771,138,148,Video,Fashion,"['culture', 'health', 'fashion', 'science', 'forest', 'vacation', 'recipe']","A post about fashion featuring culture, health.","['Fitness', 'Sports']"
0398,France,German,465,84,28,Text,Health,"['machinelearning', 'vacation', 'coding', 'food', 'students']","A post about health featuring machinelearning, vacation.","['Travel', 'Fitness']"
0399,Germany,Japanese,600,132,101,Reel,Cooking,"['education', 'technology', 'coding']","A post about cooking featuring education, technology.","['Technology', 'Travel']"
0400,Italy,Portuguese,356,50,38,Image,Nature,"['vacation', 'health', 'food', 'fitness', 'AI', 'beach']","A post about nature featuring vacation, health.","['Health', 'Travel']"
0401,France,Portuguese,1079,200,94,Reel,Music,"['coding', 'fashion', 'science', 'technology', 'sports', 'adventure', 'vacation']","A post about music featuring coding, fashion.","['Cooking', 'Sports']"
0402,USA,Portuguese,819,119,69,Reel,Health,"['travel', 'fitness', 'forest']","A post about health featuring travel, fitness.","['Health', 'Cooking']"
0403,Canada,English,577,132,44,Reel,Travel,"['fitness', 'wildlife', 'machinelearning', 'sports']","A post about travel featuring fitness, wildlife.","['Technology', 'Sports']"
0404,USA,Japanese,833,150,162,Reel,Education,"['students', 'fitness', 'education', 'nature']","A post about education featuring students, fitness.","['Fitness', 'Health']"
0405,Brazil,Spanish,510,129,25,Image,Health,"['food', 'fashion', 'sports', 'vacation']","A post about health featuring food, fashion.","['Education', 'Travel']"
0406,UK,English,316,50,46,Image,Nature,"['nature', 'recipe', 'health', 'sports', 'wildlife', 'beach']","A post about nature featuring nature, recipe.","['Sports', 'Fitness']"
0407,UK,English,514,135,65,Image,Health,"['nature', 'science', 'vacation', 'fashion', 'machinelearning']","A post about health featuring nature, science.","['Fashion', 'Health']"
0408,Italy,Hindi,574,104,31,Video,Fitness,"['food', 'education', 'culture', 'forest', 'wildlife']","A post about fitness featuring food, education.","['Sports', 'Health']"
0409,India,German,459,103,24,Text,Health,"['adventure', 'recipe', 'fitness', 'food', 'technology', 'culture']","A post about health featuring adventure, recipe.","['Music', 'Technology']"
0410,Brazil,French,670,103,87,Video,Fitness,"['art', 'AI', 'technology', 'travel', 'culture', 'students']","A post about fitness featuring art, AI.","['Fitness', 'Music']"
0411,France,Japanese,638,97,123,Image,Health,"['fashion', 'science', 'art', 'music', 'health']","A post about health featuring fashion, science.","['Music', 'Cooking']"
0412,Japan,Spanish,747,96,148,Image,Fashion,"['forest', 'culture', 'learning', 'technology']","A post about fashion featuring forest, culture.","['Sports', 'Travel']"
0413,Japan,Japanese,442,127,37,Image,Cooking,"['AI', 'forest', 'coding']","A post about cooking featuring AI, forest.","['Nature', 'Sports']"
0414,UK,Spanish,897,265,86,Video,Music,"['fitness', 'beach', 'adventure', 'travel', 'wildlife', 'nature', 'art']","A post about music featuring fitness, beach.","['Sports', 'Fashion']"
0415,USA,Japanese,485,144,80,Video,Nature,"['sports', 'learning', 'education', 'adventure']","A post about nature featuring sports, learning.","['Technology', 'Cooking']"
0416,Australia,English,456,109,37,Text,Fashion,"['music', 'technology', 'science', 'nature', 'coding', 'students']","A post about fashion featuring music, technology.","['Music', 'Sports']"
0417,India,Portuguese,734,108,53,Video,Education,"['recipe', 'travel', 'AI', 'music', 'wildlife']","A post about education featuring recipe, travel.","['Education', 'Music']"
0418,UK,Spanish,943,251,95,Video,Fashion,"['culture', 'wildlife', 'food', 'learning', 'nature', 'forest']","A post about fashion featuring culture, wildlife.","['Cooking', 'Nature']"
0419,Japan,French,741,115,116,Image,Fashion,"['vacation', 'music', 'recipe', 'AI', 'art', 'learning', 'health']","A post about fashion featuring vacation, music.","['Sports', 'Cooking']"
0420,Australia,English,852,142,113,Reel,Health,"['art', 'music', 'sports', 'recipe', 'vacation', 'fitness', 'fashion']","A post about health featuring art, music.","['Cooking', 'Health']"
0421,Italy,German,971,184,62,Reel,Health,"['beach', 'culture', 'fitness', 'fashion', 'wildlife']","A post about health featuring beach, culture.","['Technology', 'Nature']"
0422,France,Spanish,391,113,38,Video,Technology,"['music', 'culture', 'coding', 'AI', 'beach', 'technology', 'vacation']","A post about technology featuring music, culture.","['Technology', 'Music']"
0423,Germany,Japanese,485,69,41,Video,Cooking,"['nature', 'students', 'health', 'wildlife', 'education', 'sports', 'machinelearning']","A post about cooking featuring nature, students.","['Fitness', 'Education']"
0424,Canada,Hindi,681,106,63,Reel,Travel,"['recipe', 'travel', 'health', 'coding', 'technology', 'learning', 'music']","A post about travel featuring recipe, travel.","['Health', 'Sports']"
0425,UK,German,414,61,54,Text,Fashion,"['machinelearning', 'fashion', 'vacation', 'music', 'health', 'technology', 'culture']","A post about fashion featuring machinelearning, fashion.","['Cooking', 'Technology']"
0426,India,Japanese,549,140,31,Video,Cooking,"['art', 'food', 'learning', 'adventure']","A post about cooking featuring art, food.","['Fitness', 'Travel']"
0427,Australia,Portuguese,848,239,143,Reel,Fitness,"['adventure', 'health', 'learning', 'sports', 'science', 'beach']","A post about fitness featuring adventure, health.","['Cooking', 'Travel']"
0428,France,French,598,131,45,Image,Health,"['travel', 'forest', 'technology', 'health', 'AI']","A post about health featuring travel, forest.","['Education', 'Fashion']"
0429,Germany,German,487,49,25,Video,Technology,"['sports', 'wildlife', 'nature', 'learning', 'AI', 'adventure', 'education']","A post about technology featuring sports, wildlife.","['Technology', 'Sports']"
0430,USA,Portuguese,266,29,33,Text,Cooking,"['fashion', 'learning', 'science', 'travel', 'art']","A post about cooking featuring fashion, learning.","['Health', 'Technology']"
0431,Italy,German,339,79,66,Image,Technology,"['students', 'recipe', 'science', 'travel']","A post about technology featuring students, recipe.","['Technology', 'Fashion']"
0432,Australia,English,785,195,88,Video,Fashion,"['machinelearning', 'food', 'health', 'AI', 'fashion']","A post about fashion featuring machinelearning, food.","['Sports', 'Fashion']"
0433,USA,German,609,88,58,Image,Fashion,"['coding', 'sports', 'learning', 'beach']","A post about fashion featuring coding, sports.","['Technology', 'Sports']"
0434,Australia,Portuguese,767,208,103,Video,Health,"['science', 'music', 'fitness', 'technology', 'wildlife', 'machinelearning']","A post about health featuring science, music.","['Sports', 'Fitness']"
0435,Canada,Japanese,766,81,141,Reel,Education,"['culture', 'wildlife', 'students', 'AI', 'fashion']","A post about education featuring culture, wildlife.","['Nature', 'Health']"
0436,USA,Portuguese,502,133,49,Text,Fashion,"['wildlife', 'adventure', 'education', 'students', 'forest', 'beach']","A post about fashion featuring wildlife, adventure.","['Fitness', 'Sports']"
0437,UK,Japanese,921,97,177,Video,Music,"['education', 'beach', 'health', 'students']","A post about music featuring education, beach.","['Music', 'Cooking']"
0438,Japan,English,792,207,139,Video,Education,"['nature', 'education', 'machinelearning', 'fitness', 'beach']","A post about education featuring nature, education.","['Travel', 'Health']"
0439,UK,Hindi,265,64,37,Text,Technology,"['coding', 'fashion', 'travel', 'fitness', 'education', 'students', 'technology']","A post about technology featuring coding, fashion.","['Music', 'Health']"
0440,Australia,English,633,89,38,Image,Education,"['beach', 'forest', 'wildlife', 'sports', 'health']","A post about education featuring beach, forest.","['Education', 'Nature']"
0441,Germany,English,743,135,45,Image,Music,"['sports', 'coding', 'adventure', 'recipe', 'learning', 'machinelearning', 'vacation']","A post about music featuring sports, coding.","['Technology', 'Sports']"
0442,Italy,Hindi,426,80,65,Text,Health,"['machinelearning', 'sports', 'culture']","A post about health featuring machinelearning, sports.","['Fashion', 'Technology']"
0443,Brazil,German,809,201,107,Video,Fashion,"['art', 'learning', 'food', 'travel', 'sports']","A post about fashion featuring art, learning.","['Music', 'Cooking']"
0444,Germany,Hindi,320,57,28,Text,Fitness,"['nature', 'art', 'education', 'fitness']","A post about fitness featuring nature, art.","['Music', 'Health']"
0445,UK,Japanese,655,106,42,Reel,Travel,"['sports', 'vacation', 'art', 'fashion', 'travel']","A post about travel featuring sports, vacation.","['Nature', 'Music']"
0446,Germany,Spanish,454,52,42,Text,Fashion,"['music', 'art', 'science']","A post about fashion featuring music, art.","['Fashion', 'Travel']"
0447,Germany,Japanese,496,83,89,Video,Travel,"['wildlife', 'culture', 'nature', 'sports']","A post about travel featuring wildlife, culture.","['Technology', 'Fitness']"
0448,France,Hindi,708,200,137,Reel,Travel,"['art', 'recipe', 'fashion', 'wildlife', 'food', 'health', 'adventure']","A post about travel featuring art, recipe.","['Fashion', 'Nature']"
0449,Italy,Japanese,911,145,64,Video,Sports,"['travel', 'nature', 'adventure', 'culture', 'fashion', 'wildlife', 'fitness']","A post about sports featuring travel, nature.","['Music', 'Fitness']"
0450,USA,French,992,155,125,Reel,Fashion,"['adventure', 'art', 'fitness', 'music', 'forest', 'culture']","A post about fashion featuring adventure, art.","['Technology', 'Fashion']"
0451,Canada,English,777,120,94,Reel,Fitness,"['fashion', 'AI', 'fitness', 'coding', 'food', 'adventure']","A post about fitness featuring fashion, AI.","['Nature', 'Sports']"
0452,Brazil,French,522,153,102,Reel,Nature,"['wildlife', 'travel', 'culture', 'science', 'nature', 'coding', 'education']","A post about nature featuring wildlife, travel.","['Education', 'Fitness']"
0453,Japan,English,317,92,48,Image,Cooking,"['health', 'technology', 'travel', 'beach']","A post about cooking featuring health, technology.","['Sports', 'Fashion']"
0454,Germany,Hindi,553,118,64,Video,Travel,"['travel', 'forest', 'wildlife', 'vacation']","A post about travel featuring travel, forest.","['Fitness', 'Sports']"
0455,France,Portuguese,628,74,96,Image,Education,"['wildlife', 'science', 'sports', 'coding', 'machinelearning', 'beach']","A post about education featuring wildlife, science.","['Fashion', 'Sports']"
0456,USA,Hindi,433,121,48,Video,Cooking,"['fitness', 'health', 'wildlife', 'AI', 'music', 'science', 'adventure']","A post about cooking featuring fitness, health.","['Fashion', 'Travel']"
0457,France,English,409,44,47,Image,Travel,"['science', 'fitness', 'food', 'sports', 'art', 'music']","A post about travel featuring science, fitness.","['Technology', 'Education']"
0458,India,German,409,116,32,Text,Music,"['music', 'beach', 'forest', 'fitness', 'machinelearning']","A post about music featuring music, beach.","['Cooking', 'Nature']"
0459,Italy,Spanish,934,219,116,Video,Fashion,"['fashion', 'travel', 'students']","A post about fashion featuring fashion, travel.","['Fashion', 'Nature']"
0460,USA,Spanish,920,157,57,Reel,Education,"['technology', 'adventure', 'wildlife', 'science', 'nature']","A post about education featuring technology, adventure.","['Cooking', 'Sports']"
0461,Canada,Spanish,708,202,59,Image,Music,"['science', 'food', 'adventure', 'beach', 'culture', 'fashion', 'recipe']","A post about music featuring science, food.","['Nature', 'Health']"
0462,Italy,French,1083,190,78,Reel,Sports,"['music', 'machinelearning', 'technology']","A post about sports featuring music, machinelearning.","['Music', 'Travel']"
0463,Canada,German,1078,152,59,Reel,Music,"['wildlife', 'AI', 'science', 'music', 'students', 'machinelearning', 'culture']","A post about music featuring wildlife, AI.","['Education', 'Music']"
0464,France,French,537,64,61,Image,Fitness,"['culture', 'students', 'technology']","A post about fitness featuring culture, students.","['Cooking', 'Education']"
0465,Italy,Spanish,956,168,150,Reel,Health,"['recipe', 'health', 'sports', 'travel', 'vacation', 'machinelearning']","A post about health featuring recipe, health.","['Travel', 'Music']"
0466,Brazil,Portuguese,661,91,112,Reel,Cooking,"['sports', 'science', 'music', 'health', 'AI']","A post about cooking featuring sports, science.","['Music', 'Fitness']"
0467,Brazil,Japanese,636,149,105,Image,Music,"['coding', 'technology', 'nature', 'machinelearning', 'music', 'fashion']","A post about music featuring coding, technology.","['Fitness', 'Cooking']"
0468,UK,Japanese,351,90,24,Text,Education,"['science', 'vacation', 'adventure']","A post about education featuring science, vacation.","['Education', 'Nature']"
0469,Brazil,German,406,89,80,Text,Fashion,"['machinelearning', 'nature', 'beach', 'travel']","A post about fashion featuring machinelearning, nature.","['Technology', 'Travel']"
0470,India,Japanese,664,199,37,Reel,Fitness,"['recipe', 'fitness', 'fashion', 'culture', 'students']","A post about fitness featuring recipe, fitness.","['Fashion', 'Technology']"
0471,Australia,Japanese,798,138,46,Video,Fashion,"['health', 'food', 'adventure']","A post about fashion featuring health, food.","['Health', 'Sports']"
0472,Brazil,Japanese,680,117,120,Reel,Travel,"['students', 'forest', 'culture', 'food', 'science', 'adventure', 'recipe']","A post about travel featuring students, forest.","['Health', 'Education']"
0473,UK,Japanese,265,60,40,Image,Technology,"['technology', 'AI', 'wildlife', 'beach', 'food', 'music']","A post about technology featuring technology, AI.","['Sports', 'Technology']"
0474,France,Japanese,554,115,61,Image,Fashion,"['health', 'AI', 'technology', 'forest']","A post about fashion featuring health, AI.","['Sports', 'Travel']"
0475,Brazil,German,658,180,60,Image,Health,"['science', 'art', 'beach']","A post about health featuring science, art.","['Nature', 'Fitness']"
0476,Japan,Spanish,383,63,66,Video,Technology,"['vacation', 'coding', 'science']","A post about technology featuring vacation, coding.","['Cooking', 'Fitness']"
0477,Australia,Spanish,836,151,124,Reel,Health,"['wildlife', 'machinelearning', 'fitness', 'fashion', 'adventure']","A post about health featuring wildlife, machinelearning.","['Fashion', 'Education']"
0478,UK,Hindi,652,149,118,Video,Fitness,"['food', 'AI', 'fashion', 'students', 'machinelearning']","A post about fitness featuring food, AI.","['Music', 'Cooking']"
0479,Australia,German,396,60,72,Video,Technology,"['machinelearning', 'fitness', 'AI']","A post about technology featuring machinelearning, fitness.","['Cooking', 'Sports']"
0480,Australia,Hindi,1030,235,160,Reel,Sports,"['beach', 'food', 'culture']","A post about sports featuring beach, food.","['Education', 'Cooking']"
0481,Germany,French,884,138,74,Video,Sports,"['beach', 'nature', 'education', 'technology']","A post about sports featuring beach, nature.","['Health', 'Sports']"
0482,France,Portuguese,562,58,52,Image,Fashion,"['machinelearning', 'technology', 'vacation', 'education', 'beach']","A post about fashion featuring machinelearning, technology.","['Sports', 'Cooking']"
0483,UK,Japanese,795,219,125,Video,Health,"['recipe', 'learning', 'beach', 'wildlife', 'vacation', 'nature', 'machinelearning']","A post about health featuring recipe, learning.","['Education', 'Technology']"
0484,Italy,German,866,134,66,Reel,Health,"['nature', 'culture', 'coding']","A post about health featuring nature, culture.","['Education', 'Travel']"
0485,USA,Portuguese,558,81,44,Image,Fashion,"['sports', 'culture', 'music', 'learning']","A post about fashion featuring sports, culture.","['Nature', 'Fashion']"
0486,France,Japanese,255,66,32,Text,Fitness,"['coding', 'fitness', 'adventure', 'fashion', 'nature', 'technology', 'students']","A post about fitness featuring coding, fitness.","['Cooking', 'Fitness']"
0487,France,Portuguese,270,55,38,Text,Cooking,"['machinelearning', 'students', 'culture']","A post about cooking featuring machinelearning, students.","['Cooking', 'Health']"
0488,Japan,English,321,74,35,Image,Cooking,"['learning', 'wildlife', 'beach', 'culture', 'art', 'nature']","A post about cooking featuring learning, wildlife.","['Health', 'Cooking']"
0489,UK,Spanish,761,176,136,Reel,Education,"['culture', 'education', 'coding']","A post about education featuring culture, education.","['Health', 'Sports']"
0490,UK,Portuguese,339,39,43,Video,Nature,"['culture', 'machinelearning', 'fashion']","A post about nature featuring culture, machinelearning.","['Health', 'Technology']"
0491,France,German,391,40,29,Text,Health,"['beach', 'wildlife', 'education', 'recipe', 'sports', 'learning', 'music']","A post about health featuring beach, wildlife.","['Sports', 'Travel']"
0492,Italy,Hindi,259,75,45,Text,Nature,"['forest', 'coding', 'science']","A post about nature featuring forest, coding.","['Health', 'Fashion']"
0493,Canada,English,506,67,41,Image,Health,"['recipe', 'science', 'food', 'culture', 'nature', 'beach']","A post about health featuring recipe, science.","['Fitness', 'Music']"
0494,UK,Spanish,674,172,46,Reel,Cooking,"['fitness', 'learning', 'travel']","A post about cooking featuring fitness, learning.","['Music', 'Travel']"
0495,India,Hindi,508,70,68,Image,Health,"['recipe', 'sports', 'vacation']","A post about health featuring recipe, sports.","['Nature', 'Cooking']"
0496,Germany,Spanish,419,72,29,Text,Music,"['students', 'adventure', 'recipe', 'forest', 'beach', 'fitness']","A post about music featuring students, adventure.","['Travel', 'Cooking']"
0497,India,French,930,221,62,Reel,Fashion,"['recipe', 'nature', 'learning', 'students', 'music', 'machinelearning', 'adventure']","A post about fashion featuring recipe, nature.","['Nature', 'Fashion']"
0498,Brazil,German,670,88,76,Reel,Travel,"['fitness', 'health', 'travel', 'students', 'culture']","A post about travel featuring fitness, health.","['Cooking', 'Travel']"
0499,India,English,1149,247,140,Reel,Sports,"['machinelearning', 'vacation', 'beach', 'adventure']","A post about sports featuring machinelearning, vacation.","['Travel', 'Music']"
0500,Germany,German,390,62,42,Image,Cooking,"['fitness', 'students', 'art', 'learning']","A post about cooking featuring fitness, students.","['Health', 'Cooking']"
0501,Japan,Spanish,531,79,102,Image,Fitness,"['recipe', 'adventure', 'technology', 'art', 'machinelearning', 'travel', 'wildlife']","A post about fitness featuring recipe, adventure.","['Travel', 'Technology']"
0502,Australia,Portuguese,691,112,94,Video,Fitness,"['beach', 'AI', 'students', 'forest', 'education', 'nature', 'machinelearning']","A post about fitness featuring beach, AI.","['Health', 'Nature']"
0503,UK,Japanese,926,237,84,Reel,Fashion,"['machinelearning', 'forest', 'nature', 'coding', 'AI']","A post about fashion featuring machinelearning, forest.","['Health', 'Technology']"
0504,Canada,English,453,87,86,Image,Travel,"['fitness', 'beach', 'technology', 'AI', 'nature', 'learning']","A post about travel featuring fitness, beach.","['Fashion', 'Travel']"
0505,France,Hindi,553,109,64,Video,Travel,"['coding', 'technology', 'health', 'sports', 'wildlife']","A post about travel featuring coding, technology.","['Travel', 'Nature']"
0506,Australia,English,442,84,73,Image,Travel,"['culture', 'students', 'vacation', 'adventure', 'art', 'forest', 'fitness']","A post about travel featuring culture, students.","['Music', 'Sports']"
0507,Brazil,Portuguese,336,74,32,Video,Nature,"['wildlife', 'music', 'recipe', 'beach', 'science', 'coding']","A post about nature featuring wildlife, music.","['Fashion', 'Education']"
0508,UK,English,505,60,95,Video,Cooking,"['culture', 'fashion', 'food', 'health', 'beach']","A post about cooking featuring culture, fashion.","['Technology', 'Fitness']"
0509,Canada,German,563,150,88,Image,Health,"['students', 'nature', 'sports', 'learning']","A post about health featuring students, nature.","['Travel', 'Health']"
0510,India,Portuguese,450,130,77,Image,Travel,"['culture', 'health', 'art']","A post about travel featuring culture, health.","['Technology', 'Fitness']"
0511,Japan,Hindi,420,105,83,Image,Cooking,"['learning', 'education', 'coding', 'art']","A post about cooking featuring learning, education.","['Fitness', 'Music']"
0512,Italy,German,689,118,137,Video,Fitness,"['learning', 'fitness', 'music', 'nature', 'beach', 'recipe', 'fashion']","A post about fitness featuring learning, fitness.","['Technology', 'Fitness']"
0513,Japan,German,402,105,21,Image,Cooking,"['wildlife', 'adventure', 'recipe', 'vacation', 'learning', 'AI']","A post about cooking featuring wildlife, adventure.","['Travel', 'Fashion']"
0514,Australia,French,578,107,39,Reel,Travel,"['fitness', 'wildlife', 'AI', 'students']","A post about travel featuring fitness, wildlife.","['Music', 'Nature']"
0515,Germany,Portuguese,627,187,99,Image,Music,"['music', 'education', 'machinelearning', 'forest', 'science', 'beach']","A post about music featuring music, education.","['Fitness', 'Sports']"
0516,USA,English,460,46,37,Image,Cooking,"['culture', 'adventure', 'science', 'health', 'food']","A post about cooking featuring culture, adventure.","['Health', 'Fitness']"
0517,Australia,Japanese,627,76,98,Image,Education,"['adventure', 'sports', 'health', 'AI', 'fashion', 'students', 'fitness']","A post about education featuring adventure, sports.","['Nature', 'Fashion']"
0518,France,German,397,87,31,Image,Cooking,"['nature', 'adventure', 'beach']","A post about cooking featuring nature, adventure.","['Education', 'Technology']"
0519,France,Japanese,743,155,80,Video,Fitness,"['machinelearning', 'sports', 'beach', 'art', 'learning']","A post about fitness featuring machinelearning, sports.","['Fashion', 'Fitness']"
0520,Brazil,English,855,241,105,Reel,Health,"['sports', 'wildlife', 'culture']","A post about health featuring sports, wildlife.","['Technology', 'Education']"
0521,USA,Portuguese,948,209,88,Video,Sports,"['culture', 'wildlife', 'vacation', 'machinelearning']","A post about sports featuring culture, wildlife.","['Fashion', 'Health']"
0522,Japan,Hindi,502,100,77,Image,Fitness,"['recipe', 'food', 'culture', 'students', 'science', 'AI']","A post about fitness featuring recipe, food.","['Music', 'Education']"
0523,Canada,Spanish,375,81,69,Video,Technology,"['learning', 'fitness', 'sports', 'technology', 'adventure']","A post about technology featuring learning, fitness.","['Cooking', 'Fashion']"
0524,Australia,Spanish,685,161,90,Video,Travel,"['wildlife', 'culture', 'recipe', 'machinelearning', 'food', 'fitness']","A post about travel featuring wildlife, culture.","['Fashion', 'Travel']"
0525,USA,Spanish,360,74,40,Image,Technology,"['AI', 'art', 'machinelearning', 'education', 'forest', 'technology']","A post about technology featuring AI, art.","['Nature', 'Education']"
0526,UK,English,613,169,120,Image,Fashion,"['technology', 'forest', 'fitness', 'education', 'machinelearning']","A post about fashion featuring technology, forest.","['Nature', 'Education']"
